turn number,turn,node number,decition time,move,
 135,black,      37255,   0.009097,Black bishop from H8 to G7,
136,white,      57834,   0.013235,White king from E1 to D2,
 137,black,      36121,   0.009112,Black king from A6 to A7,
138,white,     110749,   0.025507,White knight from G3 to F5,
 139,black,      52622,   0.012908,Black bishop from G7 to F8,
140,white,     135806,   0.032023,White knight from F5 to G3,
 141,black,      51367,   0.012281,Black bishop from F8 to G7,
142,white,     110749,   0.025345,White bishop from E2 to D3,
 143,black,      46834,   0.011419,Black rook from F7 to D7,
144,white,      14287,   0.003706,White rook from F4 to F6,
 145,black,      50652,   0.013079,Black rook from D7 to D3,
146,white,       8856,   0.002088,White king from D2 to C1,
 147,black,      75230,   0.017564,Black rook from D3 to C3,
148,white,       4409,   0.001149,White king from C1 to D1,
 149,black,      57233,   0.013242,Black rook from C3 to G3,
150,white,      14301,   0.003373,White rook from F6 to A6,
 151,black,      14751,   0.003391,Black king from A7 to A6,
152,white,       2322,   0.000660,White queen from H4 to G3,
 153,black,       9915,   0.002261,Black knight from E5 to D7,
154,white,       9330,   0.001831,White queen from G3 to C7,
 155,black,       6609,   0.001607,Black knight from D7 to E5,
156,white,       6912,   0.001562,White queen from C7 to G7,
 157,black,       3486,   0.000872,Black knight from E5 to C6,
158,white,       4273,   0.000888,White king from D1 to D2,
 159,black,       3878,   0.001013,Black knight from C6 to A7,
160,white,       2310,   0.000518,White queen from G7 to C7,
 161,black,        730,   0.000227,Black knight from A7 to C6,
162,white,       2246,   0.000524,White queen from C7 to C6,
 163,black,        117,   0.000052,Black king from A6 to A7,
164,white,       1294,   0.000264,White queen from C6 to C7,
 165,black,        225,   0.000077,Black king from A7 to A8,
166,white,        526,   0.000116,White pawn from A4 to A5,
 167,black,          0,   0.000000,Stalemate,
